Timestamp,NO,NOx,Benzene,Toluene,Eth-Benzene,MP-Xylene,AT,RH,WS,WD,RF,TOT-RF,SR,PM25,PM10,NO2,SO2,NH3,CO,O3,AQI,AQI_Category
2023-10-27 21:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,42.12,81.36,81.36,Satisfactory
2023-10-27 22:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,38.84,82.07,82.07,Satisfactory
2023-10-27 23:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,36.12,79.83,79.83,Satisfactory
2023-10-28 00:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,36.84,71.68,71.68,Satisfactory
2023-10-28 01:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,36.19,69.08,69.08,Satisfactory
2023-10-28 02:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,32.69,68.32,68.32,Satisfactory
2023-10-28 03:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,30.75,68.41,68.41,Satisfactory
2023-10-28 04:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,28.47,68.58,68.58,Satisfactory
2023-10-28 05:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,30.53,61.15,61.15,Satisfactory
2023-10-28 06:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,33.56,55.47,55.47,Satisfactory
2023-10-28 07:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,37.33,53.13,53.13,Satisfactory
2023-10-28 08:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,39.09,54.65,54.65,Satisfactory
2023-10-28 09:00:00,4.03,16.34,3.29,13.34,0.93,1.16,25.73,64.88,0.5,212.0,0.0,0.0,41.04,304.08,241.59,30.71,53.06,4.71,40.5,60.57,304.08,Very Poor
2023-10-28 10:00:00,3.99,15.96,3.31,13.21,0.9,1.1,25.94,64.51,0.53,218.05,0.0,0.0,53.51,304.06,235.97,29.89,53.86,4.76,41.97,71.69,304.06,Very Poor
2023-10-28 11:00:00,3.95,15.58,3.32,13.18,0.87,1.05,26.21,63.61,0.56,222.68,0.0,0.0,62.82,303.39,230.18,29.08,53.15,4.8,43.25,80.68,303.39,Very Poor
2023-10-28 12:00:00,3.93,15.21,3.27,13.21,0.84,1.01,26.49,62.44,0.59,226.74,0.0,0.0,71.65,301.72,223.82,28.25,51.61,4.79,43.94,89.58,301.72,Very Poor
2023-10-28 13:00:00,3.91,14.85,3.18,13.31,0.81,0.97,26.75,61.19,0.61,230.18,0.0,0.0,77.92,296.35,216.55,27.43,50.085,4.72,44.61,103.3,296.35,Poor
2023-10-28 14:00:00,3.88,14.51,3.08,13.37,0.78,0.93,26.98,59.99,0.64,233.89,0.0,0.0,80.71,285.75,209.22,26.68,48.56,4.65,44.58,117.02,285.75,Poor
2023-10-28 15:00:00,3.85,14.2,2.99,13.42,0.76,0.9,27.19,58.93,0.65,236.82,0.0,0.0,80.58,275.39,202.22,26.03,46.9,4.57,43.97,130.96,275.39,Poor
2023-10-28 16:00:00,3.86,14.12,2.96,13.41,0.76,0.9,27.2,58.69,0.65,236.32,0.0,0.0,81.1,267.43,192.29,25.8,45.46,4.53,42.62,137.63,267.43,Poor
2023-10-28 17:00:00,3.87,14.06,2.92,13.47,0.76,0.89,27.17,58.64,0.64,233.93,0.0,0.0,81.1,259.78,181.72,25.63,44.42,4.47,41.98,128.19,259.78,Poor
2023-10-28 18:00:00,4.01,14.05,2.78,13.34,0.7,0.83,27.11,58.78,0.64,233.99,0.0,0.0,81.1,250.43,165.81,25.35,43.75,4.39,43.11,106.93,250.43,Poor
2023-10-28 19:00:00,4.43,14.89,2.68,13.65,0.7,0.87,27.05,59.01,0.63,234.3,0.0,0.0,81.1,238.91,146.39,26.53,42.61,4.31,45.41,88.41,238.91,Poor
2023-10-28 20:00:00,4.81,15.57,2.62,13.86,0.75,0.95,26.99,59.18,0.63,234.22,0.0,0.0,81.1,230.69,134.76,27.41,41.32,4.25,47.95,72.7,230.69,Poor
2023-10-28 21:00:00,4.93,16.05,2.61,14.0,0.78,1.01,26.93,59.59,0.63,233.29,0.0,0.0,81.09,220.98,135.47,28.29,38.51,4.19,47.7,58.34,220.98,Poor
2023-10-28 22:00:00,5.16,16.78,2.64,14.12,0.81,1.05,26.9,60.01,0.63,235.26,0.0,0.0,81.09,210.17,135.12,29.56,36.15,4.18,47.08,42.62,210.17,Poor
2023-10-28 23:00:00,6.29,18.22,2.69,14.35,0.85,1.12,26.89,60.45,0.63,236.55,0.0,0.0,81.09,200.90499999999997,135.52,30.8,34.73,4.25,46.89,27.95,135.52,Moderate
2023-10-29 00:00:00,6.46,18.55,2.74,14.61,0.89,1.18,26.91,60.57,0.64,240.11,0.0,0.0,81.09,191.64,135.92,31.23,33.96,4.3,45.59,18.01,191.64,Moderate
2023-10-29 01:00:00,6.47,18.53,2.75,14.66,0.9,1.2,26.92,60.39,0.64,240.44,0.0,0.0,81.09,182.08,135.25,31.19,33.48,4.32,43.02,16.68,182.08,Moderate
2023-10-29 02:00:00,6.47,18.53,2.74,14.6,0.9,1.2,26.95,59.99,0.65,241.56,0.0,0.0,81.09,171.09,134.52,31.19,33.14,4.37,40.8,22.45,171.09,Moderate
2023-10-29 03:00:00,6.48,18.6,2.71,14.51,0.89,1.19,26.94,59.89,0.65,240.23,0.0,0.0,81.09,160.71,133.77,31.35,32.22,4.48,34.56,30.75,160.71,Moderate
2023-10-29 04:00:00,6.5,18.75,2.69,14.44,0.89,1.19,26.93,59.76,0.65,240.34,0.0,0.0,81.09,156.47,133.22,31.64,31.01,4.59,29.08,38.68,156.47,Moderate
2023-10-29 05:00:00,6.51,18.78,2.64,14.39,0.88,1.19,26.9,59.95,0.66,241.26,0.0,0.0,81.11,151.64,132.19,31.71,28.79,4.67,26.47,43.19,151.64,Moderate
2023-10-29 06:00:00,6.5,18.67,2.53,14.34,0.88,1.19,26.87,60.12,0.68,240.54,0.0,0.0,81.14,142.93,130.79,31.47,25.31,4.72,24.11,47.92,142.93,Moderate
2023-10-29 07:00:00,6.51,18.71,2.54,14.37,0.88,1.19,26.83,60.18,0.68,242.97,0.0,0.0,81.2,133.75,129.92,31.54,25.57,4.73,27.25,53.35,133.75,Moderate
2023-10-29 08:00:00,6.51,18.78,2.87,14.6,0.91,1.22,26.83,60.0,0.69,242.96,0.0,0.0,81.49,128.59,130.71,31.69,26.5,4.73,33.23,60.75,130.71,Moderate
2023-10-29 09:00:00,6.51,18.75,3.03,14.65,0.93,1.23,26.85,59.61,0.68,241.18,0.0,0.0,81.71,127.14,131.7,31.64,26.39,4.71,36.41,69.13,131.7,Moderate
2023-10-29 10:00:00,6.53,18.81,3.08,14.64,0.93,1.23,26.87,59.17,0.68,240.83,0.0,0.0,81.66,122.87,131.39,31.75,26.09,4.72,36.75,79.23,131.39,Moderate
2023-10-29 11:00:00,6.55,18.85,3.04,14.59,0.93,1.24,26.88,58.88,0.69,241.23,0.0,0.0,83.09,118.89,130.68,31.82,26.12,4.71,39.77,87.98,130.68,Moderate
2023-10-29 12:00:00,6.55,18.86,3.01,14.51,0.92,1.23,26.87,58.73,0.7,241.96,0.0,0.0,83.55,116.26,129.79,31.83,26.26,4.69,41.98,96.87,129.79,Moderate
2023-10-29 13:00:00,6.54,18.83,2.99,14.38,0.92,1.24,26.85,58.72,0.7,243.03,0.0,0.0,83.56,114.55,129.13,31.78,26.34,4.7,44.27,110.54,129.13,Moderate
2023-10-29 14:00:00,6.55,18.8,3.0,14.31,0.92,1.24,26.84,58.82,0.69,242.72,0.0,0.0,83.71,113.13,128.52,31.69,26.49,4.71,46.59,128.22,128.52,Moderate
2023-10-29 15:00:00,6.56,18.78,3.01,14.27,0.91,1.23,26.84,59.01,0.69,243.01,0.0,0.0,83.72,112.81,128.13,31.62,26.86,4.74,43.11,146.88,146.88,Moderate
2023-10-29 16:00:00,6.56,18.71,3.02,14.18,0.91,1.23,26.8,59.26,0.69,239.4,0.0,0.0,83.47,112.95,127.94,31.46,27.02,4.78,37.83,154.12,154.12,Moderate
2023-10-29 17:00:00,6.54,18.33,3.05,13.99,0.9,1.21,26.77,59.49,0.68,242.15,0.0,0.0,83.47,112.81,127.82,30.62,26.75,4.83,36.09,148.63,148.63,Moderate
2023-10-29 18:00:00,6.37,17.6,3.07,13.82,0.89,1.17,26.76,59.56,0.68,243.14,0.0,0.0,83.47,113.73,127.25,29.23,26.5,4.88,36.05,130.41,130.41,Moderate
2023-10-29 19:00:00,6.56,17.71,3.14,15.76,1.01,1.23,26.76,59.68,0.68,243.35,0.0,0.0,83.47,117.54,126.83,29.12,26.59,5.05,45.3,104.78,126.83,Moderate
2023-10-29 20:00:00,7.02,18.07,3.55,20.51,1.46,1.69,26.76,59.85,0.68,243.41,0.0,0.0,83.47,129.48,130.29,29.07,26.78,5.11,49.76,86.2,130.29,Moderate
2023-10-29 21:00:00,7.03,18.13,3.77,22.23,1.67,1.91,26.73,59.96,0.67,244.25,0.0,0.0,83.47,136.52,132.24,29.21,26.84,5.16,54.22,69.79,136.52,Moderate
2023-10-29 22:00:00,7.16,18.21,3.88,22.84,1.79,2.06,26.72,59.93,0.67,243.86,0.0,0.0,83.47,139.83,133.17,29.14,26.91,5.16,57.04,53.17,139.83,Moderate
2023-10-29 23:00:00,6.09,17.06,3.91,23.68,1.88,2.15,26.7,59.84,0.67,243.58,0.0,0.0,83.45,142.61,134.2,28.49,26.96,5.1,57.3,36.56,142.61,Moderate
2023-10-30 00:00:00,5.92,16.73,3.93,27.18,2.19,2.37,26.68,59.76,0.67,241.2,0.0,0.0,83.45,143.71,134.02,28.01,27.01,5.07,57.31,26.12,143.71,Moderate
2023-10-30 01:00:00,5.93,16.66,3.96,27.41,2.22,2.4,26.64,59.96,0.66,240.07,0.0,0.0,83.45,144.6,133.67,27.85,26.98,5.07,56.95,20.5,144.6,Moderate
2023-10-30 02:00:00,5.96,16.65,4.0,28.24,2.31,2.47,26.6,60.44,0.64,240.83,0.0,0.0,83.45,144.31,133.53,27.76,26.9,5.03,58.01,19.0,144.31,Moderate
2023-10-30 03:00:00,5.96,16.57,4.05,29.31,2.42,2.55,26.54,61.18,0.63,240.58,0.0,0.0,83.45,144.74,133.56,27.54,26.74,4.96,48.599999999999994,22.02,144.74,Moderate
2023-10-30 04:00:00,5.96,16.43,4.08,29.51,2.44,2.57,26.5,61.88,0.62,240.09,0.0,0.0,83.45,145.38,133.5,27.21,26.54,4.93,39.19,25.38,145.38,Moderate
2023-10-30 05:00:00,5.96,16.26,4.09,29.56,2.44,2.58,26.48,62.11,0.61,239.48,0.0,0.0,83.43,146.91,133.18,26.83,26.35,4.88,34.03,29.73,146.91,Moderate
2023-10-30 06:00:00,5.95,16.1,4.07,29.56,2.45,2.58,26.48,62.24,0.59,239.26,0.0,0.0,83.42,146.73,132.73,26.48,26.15,4.83,29.56,34.72,146.73,Moderate
2023-10-30 07:00:00,5.89,15.74,3.87,29.49,2.44,2.57,26.48,62.41,0.59,238.68,0.0,0.0,83.31,144.03,131.62,25.75,22.57,4.79,27.67,38.99,144.03,Moderate
2023-10-30 08:00:00,5.84,15.37,3.39,29.2,2.4,2.54,26.46,62.56,0.6,240.21,0.0,0.0,83.04,137.41,129.02,24.97,18.48,4.78,27.25,43.08,137.41,Moderate
2023-10-30 09:00:00,5.84,15.32,3.14,29.07,2.38,2.52,26.44,62.66,0.61,241.76,0.0,0.0,82.7,129.84,127.0,24.83,16.95,4.79,27.25,51.17,129.84,Moderate
2023-10-30 10:00:00,5.85,15.25,3.02,29.02,2.37,2.52,26.43,62.74,0.61,242.23,0.0,0.0,82.55,125.89,126.37,24.67,16.84,4.78,24.64,62.84,126.37,Moderate
2023-10-30 11:00:00,5.85,15.2,2.96,29.05,2.36,2.52,26.4,63.04,0.6,242.21,0.0,0.0,82.5,123.12,126.01,24.54,16.58,4.72,25.27,76.61,126.01,Moderate
2023-10-30 12:00:00,5.85,15.19,2.96,29.08,2.36,2.52,26.38,63.31,0.61,241.96,0.0,0.0,82.68,122.91,126.21,24.51,16.46,4.69,26.18,90.55,126.21,Moderate
2023-10-30 13:00:00,5.86,15.22,2.97,29.08,2.36,2.52,26.38,63.6,0.61,241.71,0.0,0.0,83.0,124.29,126.92,24.56,16.5,4.7,28.07,104.26,126.92,Moderate
2023-10-30 14:00:00,5.86,15.27,2.98,29.13,2.37,2.53,26.36,63.92,0.62,242.57,0.0,0.0,82.51,126.32,127.75,24.67,17.13,4.73,29.95,123.64,127.75,Moderate
2023-10-30 15:00:00,5.87,15.37,3.0,29.19,2.38,2.53,26.31,64.31,0.64,243.92,0.0,0.0,81.39,128.24,129.08,24.89,17.25,4.77,31.54,139.95,139.95,Moderate
2023-10-30 16:00:00,5.89,15.52,3.02,29.35,2.39,2.55,26.31,64.47,0.67,252.38,0.0,0.0,81.45,131.19,130.89,25.21,17.27,4.83,32.24,147.8,147.8,Moderate
2023-10-30 17:00:00,5.9,15.63,3.01,29.51,2.4,2.57,26.33,64.57,0.68,253.97,0.0,0.0,81.45,134.78,132.52,25.44,17.39,4.88,32.84,144.91,144.91,Moderate
2023-10-30 18:00:00,5.91,15.58,3.01,29.67,2.39,2.58,26.35,64.56,0.67,248.37,0.0,0.0,81.45,136.49,133.67,25.31,17.52,4.94,33.91,134.96,136.49,Moderate
2023-10-30 19:00:00,5.29,14.18,2.87,27.09,2.1,2.31,26.38,64.47,0.67,253.02,0.0,0.0,81.45,134.71,132.87,23.19,17.52,4.87,34.84,122.32,134.71,Moderate
2023-10-30 20:00:00,4.42,12.55,2.42,21.94,1.51,1.65,26.41,64.38,0.66,253.04,0.0,0.0,81.45,124.33,127.56,21.03,17.46,4.89,35.95,107.76,127.56,Moderate
2023-10-30 21:00:00,4.3,11.88,2.21,20.12,1.26,1.36,26.45,64.31,0.66,254.05,0.0,0.0,81.46,118.07,123.38,19.69,17.48,4.92,36.36,94.91,123.38,Moderate
2023-10-30 22:00:00,4.01,11.4,2.1,19.57,1.14,1.2,26.49,64.32,0.65,254.43,0.0,0.0,81.46,117.86,121.5,19.11,17.45,4.94,36.69,80.05,121.5,Moderate
2023-10-30 23:00:00,3.97,11.3,2.09,18.81,1.06,1.12,26.54,64.23,0.65,255.92,0.0,0.0,81.48,118.25,119.48,18.96,17.46,4.96,36.73,68.46,119.48,Moderate
2023-10-31 00:00:00,3.97,11.38,2.07,15.53,0.75,0.89,26.57,64.46,0.65,257.27,0.0,0.0,81.48,119.88,118.96,19.15,17.42,4.94,36.78,58.1,119.88,Moderate
2023-10-31 01:00:00,4.04,11.6,2.1,17.7,0.93,1.02,26.59,64.64,0.64,257.56,0.0,0.0,81.48,122.62,119.86,19.53,17.4,4.91,36.34,51.55,122.62,Moderate
2023-10-31 02:00:00,4.02,11.62,2.1,18.49,0.98,1.05,26.65,64.62,0.65,258.14,0.0,0.0,81.48,126.67,120.94,19.61,17.41,4.91,37.7,48.62,126.67,Moderate
2023-10-31 03:00:00,4.01,11.58,2.09,17.57,0.88,0.98,26.71,64.48,0.66,259.36,0.0,0.0,81.48,129.91,122.02,19.55,17.55,4.88,36.17,46.9,129.91,Moderate
2023-10-31 04:00:00,3.99,11.58,2.09,17.46,0.86,0.97,26.73,64.39,0.66,259.1,0.0,0.0,81.48,133.15,123.03,19.58,17.67,4.84,34.25,46.21,133.15,Moderate
2023-10-31 05:00:00,3.98,11.58,2.11,17.47,0.86,0.96,26.75,64.39,0.67,260.54,0.0,0.0,81.45,135.14,124.12,19.61,17.76,4.82,32.16,47.08,135.14,Moderate
2023-10-31 06:00:00,3.97,11.64,2.13,17.52,0.86,0.96,26.77,64.46,0.66,261.17,0.0,0.0,81.34,138.69,124.75,19.76,17.83,4.82,30.11,49.66,138.69,Moderate
2023-10-31 07:00:00,3.98,11.75,2.14,17.56,0.86,0.96,26.79,64.47,0.66,261.91,0.0,0.0,81.28,143.32,125.42,20.01,17.51,4.82,28.52,52.24,143.32,Moderate
2023-10-31 08:00:00,3.98,11.8,2.18,17.59,0.86,0.96,26.79,64.58,0.67,261.78,0.0,0.0,81.17,147.34,126.3,20.11,17.22,4.81,27.8,58.89,147.34,Moderate
2023-10-31 09:00:00,3.98,11.84,2.2,17.63,0.86,0.96,26.79,64.68,0.67,262.02,0.0,0.0,80.92,150.78,126.9,20.21,16.37,4.79,28.12,69.12,150.78,Moderate
2023-10-31 10:00:00,3.98,11.89,2.22,17.71,0.87,0.96,26.79,64.73,0.69,262.41,0.0,0.0,80.57,153.13,127.13,20.34,14.97,4.79,25.53,80.41,153.13,Moderate
2023-10-31 11:00:00,3.98,11.95,2.24,17.78,0.87,0.96,26.78,64.73,0.71,260.11,0.0,0.0,80.66,155.69,127.8,20.48,14.33,4.86,25.66,91.5,155.69,Moderate
2023-10-31 12:00:00,3.98,11.99,2.25,17.88,0.87,0.97,26.78,64.81,0.71,260.98,0.0,0.0,80.36,158.0,128.05,20.57,14.1,4.93,25.67,102.65,158.0,Moderate
2023-10-31 13:00:00,3.97,12.0,2.25,17.94,0.87,0.97,26.78,64.76,0.7,258.56,0.0,0.0,80.3,159.5,128.26,20.62,13.86,4.94,26.03,115.05,159.5,Moderate
2023-10-31 14:00:00,3.98,12.02,2.24,17.93,0.87,0.97,26.81,64.68,0.69,252.39,0.0,0.0,80.68,160.56,128.51,20.65,13.08,4.92,26.36,128.29,160.56,Moderate
2023-10-31 15:00:00,3.98,11.96,2.23,17.92,0.87,0.97,26.84,64.55,0.69,245.58,0.0,0.0,81.61,160.78,128.23,20.51,12.75,4.91,27.36,140.42,160.78,Moderate
2023-10-31 16:00:00,3.99,11.95,2.22,17.89,0.86,0.96,26.85,64.61,0.68,245.95,0.0,0.0,81.68,159.96,127.54,20.47,12.68,4.9,27.77,144.66,159.96,Moderate
2023-10-31 17:00:00,4.0,12.04,2.24,17.96,0.88,0.98,26.87,64.72,0.67,249.57,0.0,0.0,81.68,158.25,127.42,20.67,12.59,4.92,28.09,137.14,158.25,Moderate
2023-10-31 18:00:00,4.0,12.12,2.29,18.0,0.92,1.01,26.9,64.8,0.68,259.65,0.0,0.0,81.68,158.32,127.92,20.85,12.45,4.94,29.41,123.09,158.32,Moderate
2023-10-31 19:00:00,4.01,12.15,2.31,18.04,0.94,1.04,26.93,64.9,0.68,253.9,0.0,0.0,81.68,157.79,128.08,20.9,12.34,4.93,30.12,108.1,157.79,Moderate
2023-10-31 20:00:00,4.01,12.16,2.33,17.96,0.95,1.05,26.98,64.98,0.68,252.22,0.0,0.0,81.68,155.16,127.34,20.93,12.28,4.93,31.03,95.63,155.16,Moderate
2023-10-31 21:00:00,3.99,12.05,2.32,17.89,0.95,1.03,27.02,65.08,0.68,255.02,0.0,0.0,81.68,154.27,127.2,20.71,12.28,4.92,31.38,86.93,154.27,Moderate
2023-10-31 22:00:00,3.92,11.77,2.31,17.88,0.94,1.02,27.05,65.22,0.69,254.81,0.0,0.0,81.68,152.53,126.87,20.18,12.28,4.89,31.86,75.82,152.53,Moderate
2023-10-31 23:00:00,3.92,11.79,2.31,17.96,0.96,1.03,27.05,65.52,0.69,252.55,0.0,0.0,81.68,150.36,126.58,20.21,12.26,4.88,32.42,62.71,150.36,Moderate
2023-11-01 00:00:00,3.92,11.77,2.33,17.86,0.96,1.05,27.09,65.59,0.7,253.38,0.0,0.0,81.68,149.61,127.09,20.18,12.28,4.87,32.36,53.3,149.61,Moderate
2023-11-01 01:00:00,3.86,11.56,2.32,15.59,0.75,0.89,27.13,65.53,0.7,254.78,0.0,0.0,81.68,148.01,126.61,19.79,12.36,4.88,31.09,49.4,148.01,Moderate
2023-11-01 02:00:00,3.84,11.49,2.32,14.08,0.62,0.79,27.16,65.53,0.71,255.01,0.0,0.0,81.68,145.84,125.99,19.68,12.48,4.89,32.08,48.42,145.84,Moderate
2023-11-01 03:00:00,3.82,11.42,2.31,14.02,0.61,0.78,27.2,65.45,0.71,255.14,0.0,0.0,81.68,144.67,125.38,19.54,12.55,4.88,30.67,49.08,144.67,Moderate
2023-11-01 04:00:00,3.83,11.36,2.3,13.99,0.61,0.78,27.25,65.36,0.72,255.9,0.0,0.0,81.68,142.93,124.58,19.39,12.65,4.89,29.28,49.08,142.93,Moderate
2023-11-01 05:00:00,3.83,11.34,2.31,14.01,0.61,0.78,27.32,65.32,0.74,256.95,0.0,0.0,81.62,141.36,123.89,19.32,12.77,4.88,28.45,48.35,141.36,Moderate
2023-11-01 06:00:00,3.82,11.29,2.3,14.03,0.61,0.77,27.38,65.28,0.75,259.26,0.0,0.0,80.73,140.76,123.94,19.22,13.06,4.87,27.44,51.41,140.76,Moderate
2023-11-01 07:00:00,3.81,11.23,2.3,14.09,0.61,0.78,27.41,65.31,0.76,259.2,0.0,0.0,79.05,140.37,124.2,19.11,13.33,4.86,25.77,54.47,140.37,Moderate
2023-11-01 08:00:00,3.79,11.25,2.28,14.15,0.62,0.78,27.43,65.43,0.74,259.59,0.0,0.0,75.66,139.26,124.05,19.18,13.4,4.83,25.62,58.54,139.26,Moderate
2023-11-01 09:00:00,3.79,11.24,2.26,14.2,0.62,0.78,27.43,65.68,0.73,259.34,0.0,0.0,71.79,136.95,123.8,19.17,13.12,4.78,26.89,63.42,136.95,Moderate
2023-11-01 10:00:00,3.81,11.29,2.26,14.21,0.62,0.79,27.41,66.06,0.71,258.48,0.0,0.0,66.6,134.75,123.43,19.25,14.15,4.76,26.31,68.76,134.75,Moderate
2023-11-01 11:00:00,3.81,11.31,2.28,14.15,0.63,0.8,27.41,66.42,0.7,261.62,0.0,0.0,64.48,132.9,123.09,19.29,14.23,4.72,26.98,73.65,132.9,Moderate
2023-11-01 12:00:00,3.83,11.3,2.29,14.06,0.63,0.81,27.41,66.62,0.7,261.45,0.0,0.0,63.55,130.37,123.06,19.25,14.12,4.7,27.36,79.48,130.37,Moderate
2023-11-01 13:00:00,3.85,11.31,2.29,14.04,0.63,0.81,27.42,66.92,0.7,264.86,0.0,0.0,63.23,128.13,122.49,19.22,14.0,4.7,27.64,85.44,128.13,Moderate
2023-11-01 14:00:00,3.85,11.3,2.3,14.07,0.64,0.81,27.43,67.19,0.7,263.03,0.0,0.0,62.21,125.04,121.73,19.18,13.91,4.68,27.91,90.5,125.04,Moderate
2023-11-01 15:00:00,3.86,11.29,2.29,14.12,0.63,0.81,27.45,67.57,0.69,256.28,0.0,0.0,61.31,122.16,120.7,19.15,13.77,4.63,27.83,94.2,122.16,Moderate
2023-11-01 16:00:00,3.85,11.24,2.29,14.16,0.64,0.82,27.49,67.84,0.68,251.98,0.0,0.0,61.42,118.82,119.27,19.05,13.63,4.58,27.59,95.54,119.27,Moderate
2023-11-01 17:00:00,3.88,11.34,2.3,14.22,0.64,0.83,27.53,68.08,0.68,241.72,0.0,0.0,61.42,120.06,118.17,19.23,13.54,4.5,27.81,91.24,120.06,Moderate
2023-11-01 18:00:00,3.86,11.39,2.28,14.3,0.75,0.9,27.55,68.25,0.66,233.99,0.0,0.0,61.42,126.18,117.35,19.39,13.5,4.42,27.61,84.45,126.18,Moderate
2023-11-01 19:00:00,3.84,11.66,2.29,14.44,0.82,0.96,27.58,68.28,0.66,234.14,0.0,0.0,61.42,122.8,115.86,20.04,13.47,4.35,30.02,75.3,122.8,Moderate
2023-11-01 20:00:00,3.86,12.19,2.31,14.77,0.9,1.08,27.63,68.22,0.66,235.43,0.0,0.0,61.42,120.59,115.02,21.26,13.41,4.26,33.94,65.04,120.59,Moderate
2023-11-01 21:00:00,3.9,12.89,2.39,15.26,1.02,1.27,27.66,68.24,0.66,232.17,0.0,0.0,61.42,117.78,114.49,22.83,13.36,4.18,39.09,54.14,117.78,Moderate
2023-11-01 22:00:00,3.92,13.38,2.49,15.75,1.13,1.45,27.72,68.19,0.65,231.64,0.0,0.0,61.42,115.79,114.67,23.94,13.43,4.11,43.09,45.47,115.79,Moderate
2023-11-01 23:00:00,3.96,13.84,2.57,16.03,1.2,1.58,27.79,68.16,0.66,232.66,0.0,0.0,61.42,114.66,114.65,24.95,13.52,4.03,46.97,36.26,114.66,Moderate
2023-11-02 00:00:00,3.96,13.8,2.59,16.14,1.23,1.64,27.84,68.15,0.65,233.22,0.0,0.0,61.42,112.91,114.16,24.85,13.42,3.94,45.95,30.95,114.16,Moderate
2023-11-02 01:00:00,3.94,13.76,2.58,16.12,1.23,1.64,27.88,68.32,0.65,232.86,0.0,0.0,61.42,109.85,113.05,24.79,13.26,3.83,43.03,28.58,113.05,Moderate
2023-11-02 02:00:00,3.94,13.74,2.56,16.16,1.24,1.65,27.91,68.6,0.65,230.61,0.0,0.0,61.42,106.19,111.87,24.75,13.03,3.76,42.59,26.77,111.87,Moderate
2023-11-02 03:00:00,3.95,13.76,2.56,16.23,1.25,1.66,27.94,68.89,0.63,228.86,0.0,0.0,61.42,102.46,110.92,24.78,12.73,3.76,38.28,27.06,110.92,Moderate
2023-11-02 04:00:00,3.96,13.8,2.56,16.32,1.25,1.67,27.96,69.1,0.62,228.7,0.0,0.0,61.42,101.19333333333333,110.36,24.87,12.41,3.74,32.67,28.6,110.36,Moderate
2023-11-02 05:00:00,3.96,13.83,2.56,16.38,1.26,1.67,27.98,69.39,0.61,227.14,0.0,0.0,61.49,99.92666666666666,110.03,24.93,12.08,3.69,25.84,31.03,110.03,Moderate
2023-11-02 06:00:00,3.98,13.89,2.57,16.44,1.26,1.68,28.03,69.52,0.59,227.17,0.0,0.0,62.54,98.66,109.91,25.05,11.6,3.63,20.17,32.44,109.91,Moderate
2023-11-02 07:00:00,3.98,13.88,2.57,16.48,1.26,1.69,28.1,69.46,0.59,228.11,0.0,0.0,64.59,97.08,109.01,25.02,11.34,3.57,14.81,38.85,109.01,Moderate
2023-11-02 08:00:00,3.96,13.81,2.56,16.49,1.26,1.69,28.19,69.08,0.59,228.53,0.0,0.0,68.5,96.27,108.55,24.89,13.13,3.57,13.86,46.13,108.55,Moderate
2023-11-02 09:00:00,3.97,13.83,2.54,16.53,1.26,1.69,28.3,68.58,0.58,226.27,0.0,0.0,72.92,95.39,107.33,24.92,13.51,3.6,13.73,54.53,107.33,Moderate
2023-11-02 10:00:00,3.96,13.74,2.49,16.64,1.26,1.68,28.39,68.2,0.58,226.3,0.0,0.0,78.42,93.33,105.89,24.75,12.34,3.6,10.94,62.78,105.89,Moderate
2023-11-02 11:00:00,3.91,13.5,2.43,16.79,1.25,1.66,28.49,67.89,0.58,226.83,0.0,0.0,81.41,90.55,103.95,24.46,11.92,3.5,10.52,66.72,103.95,Moderate
