Date,NO,NOx,Benzene,Toluene,AT,RH,WS,WD,SR,BP,PM25,PM10,NO2,SO2,NH3,CO,O3,AQI,AQI_Category
2023-09-12,15.092500000000001,31.770833333333332,0.34208333333333335,8.643749999999999,31.73625,54.55666666666667,1.1308333333333334,35.59375,935.8941666666666,806.9575,76.75458333333333,132.94458333333333,20.83125,3.9774999999999996,2.9966666666666666,58.23416666666666,4.5375000000000005,132.94458333333333,Moderate
2023-09-13,16.65791666666667,34.66458333333333,0.44,3.635,33.027499999999996,53.92916666666667,1.1029166666666665,50.18375,944.2487500000001,806.3420833333333,86.57666666666667,125.97791666666666,22.505,3.6520833333333336,3.5262499999999997,67.58916666666667,3.6654166666666668,125.97791666666666,Moderate
2023-09-14,12.417499999999999,30.09875,0.3933333333333333,3.0554166666666664,34.15416666666667,52.504999999999995,1.1125,48.356249999999996,938.7779166666666,805.7266666666666,102.90249999999999,120.69416666666666,22.105,4.095416666666667,4.312083333333333,52.25767857142856,3.0399999999999996,120.69416666666666,Moderate
2023-09-15,12.339583333333332,28.105416666666667,0.3629166666666666,4.660416666666666,34.12583333333333,53.89625,1.4983333333333333,46.98499999999999,945.0479166666668,805.1112499999999,93.86729166666667,115.53541666666666,19.71125,4.860416666666667,4.773333333333333,51.78482142857143,3.8754166666666667,115.53541666666666,Moderate
2023-09-16,12.784166666666666,27.68875,0.3979166666666667,12.424583333333333,33.83625,57.124583333333334,1.8216666666666665,42.51541666666667,940.76625,804.4958333333334,72.33833333333332,98.19083333333333,19.06416666666667,2.768333333333333,4.593333333333333,51.92291666666667,6.776666666666667,96.97666666666667,Satisfactory
2023-09-17,12.821666666666667,25.6725,0.32,13.585416666666667,32.106249999999996,58.461666666666666,1.7995833333333333,46.165416666666665,950.02875,803.8808333333333,48.81041666666667,60.56,16.459583333333335,3.2441666666666666,4.757916666666667,51.729741784037564,4.945416666666667,60.56,Satisfactory
2023-09-18,4.058333333333334,12.878333333333332,0.15375,3.7933333333333334,33.89208333333333,55.54416666666666,2.597916666666667,48.37166666666667,930.0420833333333,803.265,33.93875,53.29208333333333,11.027083333333332,3.67375,4.544583333333333,51.41218309859155,3.877083333333333,50.24791666666667,Satisfactory
2023-09-19,5.80375,18.390416666666667,0.19958333333333333,2.2245833333333334,35.2875,52.47875,2.024583333333333,42.85541666666666,911.4845833333334,802.6495833333333,45.510625,74.15458333333333,15.739583333333334,3.9483333333333337,4.636666666666667,51.429084507042255,4.04125,74.15458333333333,Satisfactory
2023-09-20,10.36,33.82083333333333,0.26666666666666666,1.6441666666666668,38.169583333333335,51.03541666666666,1.0758333333333334,44.48208333333333,900.3691666666667,802.0345833333334,74.05458333333333,139.97,29.40041666666667,6.2370833333333335,4.4875,55.94357394366197,3.92,139.97,Moderate
2023-09-21,23.118750000000002,51.32416666666666,0.40291666666666665,5.944166666666667,37.42958333333333,50.20458333333334,0.8825,54.35708333333333,1082.0687500000001,801.4187499999999,96.46895833333333,174.96541666666667,35.26708333333333,6.359999999999999,3.1637500000000003,58.61208333333334,4.5687500000000005,174.96541666666667,Moderate
2023-09-22,33.316250000000004,56.5075,0.6604166666666667,4.6025,36.88291666666667,51.82541666666666,1.08125,65.49458333333334,1168.47625,800.80375,94.80229166666668,166.7279166666667,28.700833333333335,3.5041666666666664,1.1529166666666668,55.53208333333333,5.415416666666666,166.7279166666667,Moderate
2023-09-23,14.354166666666666,29.756249999999998,0.37625,3.1975,35.97,53.77375,1.3920833333333331,48.73583333333334,1194.1479166666666,800.1879166666666,92.526875,117.60958333333333,19.81083333333333,3.1158333333333332,1.5029166666666667,61.211875,4.735416666666667,117.60958333333333,Moderate
2023-09-24,66.87458333333333,88.31,0.71,9.049583333333333,31.33583333333333,57.79916666666667,0.6958333333333333,69.35291666666667,1158.8466666666666,799.5729166666666,171.67958333333334,144.04749999999999,27.014166666666668,5.7941666666666665,0.9345833333333333,85.52416666666666,6.6504166666666675,165.72333333333333,Moderate
2023-09-25,44.867916666666666,71.79333333333334,0.47541666666666665,8.434583333333334,29.895,55.85208333333333,0.5729166666666666,43.20791666666667,1000.82375,798.9575,156.09208333333333,146.62291666666667,33.67583333333334,4.8933333333333335,1.2125000000000001,64.13166666666667,11.27375,157.95166666666668,Moderate
2023-09-26,40.910000000000004,79.82791666666667,0.42041666666666666,4.650833333333334,31.410833333333333,52.16291666666667,0.5975,47.99,989.07875,798.3420833333333,185.005,184.52374999999998,48.53145833333334,4.95,6.7425,53.70889705882353,14.01625,187.13583333333335,Moderate
2023-09-27,41.544583333333335,71.45916666666666,0.4145833333333333,3.4187499999999997,31.52625,51.73791666666667,0.6041666666666666,56.00333333333333,989.6266666666667,797.7266666666666,150.07,176.81208333333333,37.35666666666667,4.736666666666666,10.217083333333333,51.83026960784314,4.814583333333333,177.1925,Moderate
2023-09-28,48.72208333333333,78.82291666666667,0.4454166666666666,3.38625,31.22583333333333,50.76625000000001,0.7791666666666667,83.90125,989.5,797.1112499999999,102.02083333333333,163.57583333333335,37.584583333333335,2.8870833333333334,6.86375,64.17625,5.7749999999999995,163.57583333333335,Moderate
2023-09-29,59.615833333333335,100.61833333333334,0.4945833333333333,3.1958333333333333,30.77625,49.915416666666665,0.6633333333333333,67.73541666666667,989.2041666666668,796.4958333333334,124.1825,170.88125,51.040416666666665,4.77875,7.004583333333333,94.67645833333334,7.529166666666666,170.88125,Moderate
2023-09-30,45.137499999999996,85.22708333333334,0.66125,3.5050000000000003,31.131666666666664,49.415416666666665,0.6870833333333334,61.98583333333334,988.2483333333333,795.8808333333333,186.26520833333333,179.71416666666667,49.98333333333333,6.422916666666667,7.140000000000001,76.88166666666667,6.1625000000000005,183.2225,Moderate
2023-10-01,38.678333333333335,70.18708333333333,0.54125,3.1904166666666662,31.209166666666665,49.211666666666666,1.0025000000000002,83.19541666666667,988.2441666666667,795.265,146.34291666666667,164.1525,39.39791666666667,7.474166666666666,6.175416666666667,83.43958333333333,6.267083333333333,164.1525,Moderate
2023-10-02,45.973749999999995,77.06666666666666,0.4925,2.60125,30.550833333333333,47.434583333333336,0.9595833333333333,78.96916666666667,988.2958333333332,794.6495833333333,128.62958333333333,154.96166666666667,38.959583333333335,4.919583333333333,4.535416666666666,89.405625,6.585416666666667,154.96166666666667,Moderate
2023-10-03,109.77375,149.6925,0.7070833333333333,3.189166666666667,29.873333333333335,45.7925,0.9191666666666668,80.32208333333334,988.1445833333333,794.0345833333334,134.12666666666667,169.11166666666665,50.05520833333333,7.814166666666666,1.45375,89.42291666666667,6.86625,169.11166666666665,Moderate
2023-10-04,53.195,70.97125,0.6745833333333334,5.08,30.1775,46.992916666666666,1.0770833333333334,92.17125,987.8808333333333,793.4187499999999,152.62875,174.55999999999997,23.964583333333334,8.754583333333334,0.39375,46.505833333333335,7.656666666666666,174.55999999999997,Moderate
2023-10-05,4.11125,6.2370833333333335,0.8583333333333334,4.8533333333333335,30.373333333333335,47.50416666666666,0.9587500000000001,93.30041666666666,988.7570833333333,792.80375,175.7229166666667,190.88250000000002,3.0966666666666662,5.112916666666666,1.3583333333333334,101.97145833333333,6.764166666666667,191.10666666666665,Moderate
2023-10-06,1.9408333333333332,3.3158333333333334,0.9308333333333333,5.671666666666667,29.99,47.6475,0.8058333333333333,82.35166666666667,988.8725,792.1879166666666,274.13291666666663,212.98083333333332,1.7266666666666666,5.727916666666666,1.6629166666666666,95.58416666666666,7.526666666666666,274.13291666666663,Poor
2023-10-07,15.391666666666666,18.98125,1.0133333333333334,12.410833333333334,30.353333333333335,48.084583333333335,0.72625,68.54791666666667,988.7270833333333,791.5729166666666,316.28749999999997,318.63708333333335,4.705416666666667,4.5825000000000005,1.6883333333333332,82.45104166666667,37.805416666666666,322.3233333333333,Very Poor
2023-10-08,138.37791666666666,173.75,0.8720833333333333,7.72375,31.22375,48.739583333333336,0.86875,73.67999999999999,988.6391666666667,790.9575,198.93458333333334,232.8575,45.52979166666666,7.685833333333334,1.81125,64.565625,6.507083333333333,233.19041666666666,Poor
2023-10-09,134.28166666666667,174.24708333333334,0.6537499999999999,7.8175,31.586250000000003,48.899166666666666,0.8374999999999999,71.58333333333333,988.7895833333333,790.3425000000001,218.46708333333333,205.25395833333334,50.79291666666666,8.718333333333334,1.8225,61.48333333333333,10.4475,220.33333333333334,Poor
2023-10-10,163.95833333333334,199.585,0.8004166666666667,10.811250000000001,31.33666666666667,47.92458333333334,0.71875,77.87875000000001,988.5775,789.7266666666666,212.37208333333334,218.63,55.187916666666666,8.6,1.3633333333333333,62.378125000000004,23.114375,220.12125,Poor
2023-10-11,81.45833333333333,122.16333333333334,0.7620833333333333,5.900833333333334,30.49,47.84125,0.76125,83.78833333333334,988.1808333333333,789.1116666666667,192.50875,178.46916666666667,50.88270833333333,8.715416666666666,1.7129166666666666,40.786875,6.157916666666666,190.9475,Moderate
2023-10-12,84.6075,130.58791666666667,0.7495833333333334,4.4475,29.347916666666666,46.99208333333333,0.6566666666666666,63.706250000000004,989.4504166666667,788.49625,294.7860416666667,197.36083333333332,57.27125,5.37,2.0383333333333336,59.34104166666666,7.690416666666667,293.4120833333333,Very Poor
2023-10-13,74.55791666666667,114.05041666666666,0.9558333333333334,6.4075,29.69541666666667,47.37958333333333,0.6020833333333333,51.854166666666664,988.8979166666667,787.8808333333333,343.795,313.4579166666667,73.52875,4.246666666666667,1.5341666666666667,63.93958333333333,11.635,350.8545833333333,Very Poor
2023-10-14,104.88666666666666,152.91541666666666,0.8433333333333333,9.602083333333333,30.510833333333334,47.61000000000001,0.6858333333333334,56.44208333333333,988.5091666666667,787.2654166666666,326.4866666666667,397.908125,76.6475,6.172499999999999,1.6808333333333334,89.42333333333333,12.755,394.5104166666667,Severe
2023-10-15,178.09666666666666,209.13666666666666,1.0483333333333333,11.416666666666666,30.14375,47.69541666666667,0.7320833333333333,64.12041666666667,988.7329166666667,786.65,298.8825,400.25,61.990833333333335,6.87125,1.6533333333333333,80.66916666666667,64.15958333333333,400.25,Severe
2023-10-16,71.04041666666667,111.64291666666666,0.63625,6.65625,29.14125,47.48208333333333,1.26875,51.217083333333335,988.8570833333333,786.0345833333334,192.22666666666666,296.17979166666663,50.73416666666666,12.335833333333333,1.6945833333333333,44.06104166666666,49.03041666666667,285.9420833333333,Very Poor
2023-10-17,29.54041666666667,57.36958333333333,0.35375,6.87375,27.125833333333333,48.342083333333335,2.2216666666666667,54.010416666666664,988.605,785.4191666666667,83.68791666666667,177.72166666666666,34.691250000000004,8.575000000000001,1.9141666666666666,38.43666666666667,44.670208333333335,177.72166666666666,Moderate
2023-10-18,64.60375,101.40333333333332,0.42125000000000007,5.0304166666666665,28.36916666666667,47.055416666666666,0.8504166666666667,71.6875,989.0479166666668,784.80375,75.86291666666666,159.60166666666666,46.13833333333333,7.770833333333333,1.1937499999999999,44.786458333333336,17.933333333333334,159.60166666666666,Moderate
2023-10-19,71.47500000000001,109.30208333333333,0.6179166666666667,4.464583333333334,26.94541666666667,48.791666666666664,0.56625,92.89541666666666,988.9804166666667,784.1883333333334,104.888125,165.61291666666668,47.41916666666666,5.091666666666667,1.3595833333333334,57.73,5.51125,165.61291666666668,Moderate
2023-10-20,61.785833333333336,101.2925,0.7312500000000001,5.588333333333334,26.6425,49.08708333333333,0.3983333333333334,66.56041666666667,989.0858333333334,783.5733333333333,264.02958333333333,236.21708333333333,49.26416666666666,5.7245833333333325,1.69625,58.61541666666667,8.94,269.7441666666667,Very Poor
2023-10-21,47.857499999999995,84.73833333333333,0.9620833333333333,6.090833333333333,27.021666666666665,48.85125,0.39166666666666666,51.86708333333333,989.03875,782.9575,338.05,320.88624999999996,45.6475,6.6933333333333325,1.7979166666666666,89.31666666666666,11.497916666666667,344.25458333333336,Very Poor
2023-10-22,54.444583333333334,97.40666666666668,1.2970833333333334,8.547083333333333,26.810000000000002,49.63583333333333,0.36916666666666664,48.30041666666667,989.1112499999999,782.3425000000001,382.50416666666666,409.0733333333333,53.0925,6.309583333333333,1.91,100.40145833333334,10.112916666666667,409.0733333333333,Severe
2023-10-23,61.180416666666666,110.22833333333334,0.8916666666666666,6.041250000000001,27.819166666666664,48.37833333333333,0.4075,69.67833333333333,989.1625,781.7266666666666,359.6354166666667,332.82041666666663,60.74375,3.5191666666666666,2.025,74.39604166666666,5.4025,359.64875,Very Poor
2023-10-24,67.91583333333334,123.05041666666666,0.8983333333333333,5.3325000000000005,27.607083333333335,48.432500000000005,0.4254166666666666,72.82291666666667,989.0725000000001,781.1116666666667,317.05625000000003,269.92875,68.43625,2.4595833333333332,2.1404166666666664,71.34625,7.6375,317.05625000000003,Very Poor
2023-10-25,74.65291666666667,135.87291666666667,0.9479166666666666,4.770416666666667,27.945833333333336,47.275,0.36833333333333335,77.13041666666666,989.2770833333334,780.49625,322.88416666666666,260.3475,76.13083333333334,4.50125,2.2558333333333334,72.86729166666667,8.377083333333333,322.88416666666666,Very Poor
2023-10-26,81.38791666666667,148.69416666666666,0.9874999999999999,5.85125,27.726250000000004,47.61666666666667,0.4066666666666667,98.80708333333332,989.0833333333334,779.8808333333333,345.55333333333334,328.71458333333334,83.82458333333334,3.4137500000000003,2.37125,75.33041666666666,8.559583333333334,347.35375,Very Poor
2023-10-27,88.12458333333332,161.51666666666668,1.1354166666666667,6.909166666666667,27.237083333333334,47.40375,0.4483333333333333,87.33083333333333,988.9958333333334,779.2654166666666,348.71208333333334,368.8533333333333,91.5175,3.65875,2.486666666666667,85.88395833333334,9.147083333333333,369.28583333333336,Very Poor
2023-10-28,94.86041666666667,174.33833333333334,1.4812500000000002,14.1,27.054166666666664,48.486250000000005,0.3858333333333333,60.70541666666667,988.9929166666667,778.65,397.00624999999997,392.5520833333333,99.08333333333333,4.415416666666666,2.6025,100.79833333333333,24.979583333333334,398.5104166666667,Severe
2023-10-29,101.59583333333335,187.1604166666667,1.0362500000000001,12.005,28.842083333333335,44.916666666666664,0.40833333333333327,39.92125,988.9233333333333,778.0345833333334,374.90958333333333,415.4841666666667,105.49624999999999,4.17375,2.7175,62.065416666666664,21.55666666666667,415.4841666666667,Severe
2023-10-30,110.42208333333333,201.76041666666666,1.0179166666666666,14.280416666666667,27.815833333333334,48.3025,0.53625,35.315,989.0749999999999,777.4191666666667,397.0741666666667,420.5995833333333,111.30833333333334,6.43875,2.8070833333333334,74.79229166666667,83.22,420.5995833333333,Severe
2023-10-31,133.9475,204.97625000000002,1.16625,11.628749999999998,27.58875,50.35375,0.5991666666666667,24.624583333333334,988.7779166666666,776.80375,395.295,423.9454166666667,88.25375000000001,7.142083333333333,2.5195833333333333,84.47625000000001,63.58583333333333,423.9454166666667,Severe
