Date,NO,NOx,Benzene,Toluene,RH,WS,WD,RF,TOT-RF,SR,PM25,PM10,NO2,SO2,NH3,CO,O3,AQI,AQI_Category
2024-12-21,2.80875,6.1575,4.815416666666667,24.621666666666666,71.06,1.3724999999999998,221.0041666666667,0.06333333333333334,0.06333333333333334,88.83875,17.830416666666668,40.55833333333333,9.12,5.385416666666667,2.7225,37.839166666666664,17.799166666666668,43.06458333333333,Good
2024-12-22,3.0858333333333334,7.3125,4.1925,15.513333333333334,69.02416666666666,1.7004166666666667,258.7683333333333,0.0,0.0,100.22208333333333,13.985416666666666,32.942083333333336,11.339166666666666,6.5995833333333325,3.0508333333333333,29.430000000000003,18.445,32.96208333333333,Good
2024-12-23,2.817083333333333,5.67875,2.9133333333333336,8.990833333333333,69.22083333333333,1.8658333333333335,249.16583333333332,0.0,0.0,112.80416666666667,12.798333333333334,32.38625,7.958749999999999,5.541250000000001,2.735,27.807916666666667,23.379583333333333,32.56916666666667,Good
2024-12-24,2.3916666666666666,4.839583333333334,2.6741666666666664,10.144583333333333,69.42,2.430833333333333,237.65833333333333,0.006666666666666667,0.006666666666666667,91.22916666666667,10.079583333333334,26.41,6.8075,4.172916666666667,2.776666666666667,29.659166666666668,29.325416666666666,31.668333333333333,Good
2024-12-25,2.4545833333333333,4.996666666666667,3.81625,33.69416666666667,70.90541666666667,2.18,232.85708333333332,0.035,0.035,51.29458333333333,9.51125,26.58875,7.057916666666666,5.0575,2.5229166666666667,32.107083333333335,19.520833333333332,32.107083333333335,Good
2024-12-26,2.5595833333333333,4.961666666666667,3.3958333333333335,25.934166666666666,70.92875,2.395,253.76999999999998,0.4520833333333334,0.4466666666666667,75.70375,10.493333333333334,33.8025,6.7754166666666675,4.196666666666666,2.5920833333333335,28.05,21.744583333333335,34.105,Good
2024-12-27,2.768333333333333,6.16125,3.1508333333333334,12.270000000000001,70.37583333333333,2.07125,291.53291666666667,0.6533333333333333,0.64875,109.89416666666666,9.87125,29.423333333333332,9.18,4.087083333333333,2.3558333333333334,28.118333333333336,24.495833333333334,30.599999999999998,Good
2024-12-28,2.5620833333333333,7.715,5.5633333333333335,14.524166666666666,70.30375,2.0033333333333334,312.88416666666666,0.043750000000000004,0.043750000000000004,115.25416666666666,11.518749999999999,44.9725,13.229583333333332,3.7908333333333335,2.402083333333333,27.399583333333336,29.186666666666667,44.205000000000005,Good
2024-12-29,2.5008333333333335,8.072083333333333,4.898333333333333,11.5525,69.96249999999999,2.2566666666666664,279.24625,0.0,0.0,86.07666666666667,13.695416666666667,59.218333333333334,14.212083333333332,4.318333333333333,3.047916666666667,34.28666666666667,33.77125,59.218333333333334,Satisfactory
2024-12-30,2.46,7.410833333333334,4.487916666666666,8.945,70.06375,2.595,260.64375,0.0,0.0,73.42999999999999,18.200833333333332,72.34875000000001,12.722083333333332,4.93625,4.179583333333333,31.162499999999998,27.53625,72.34875000000001,Satisfactory
2024-12-31,2.794583333333333,10.103333333333333,5.41875,14.631666666666668,70.01083333333334,2.3095833333333333,261.78791666666666,0.0,0.0,83.74249999999999,22.85166666666667,85.71125,18.385,6.368333333333333,4.704583333333333,32.395833333333336,26.5625,85.71125,Satisfactory
2025-01-01,2.6916666666666664,7.139583333333333,4.209583333333334,9.33,70.20708333333333,1.9879166666666668,230.7925,0.0,0.0,92.63208333333334,26.633750000000003,100.91479166666666,11.65,5.82125,5.361250000000001,36.01125,28.532083333333333,95.63791666666667,Moderate
2025-01-02,2.7425,7.9125000000000005,3.9762500000000003,7.799166666666667,70.09416666666667,1.8366666666666667,250.97625000000002,0.0,0.0,115.17583333333333,21.369583333333335,92.56875000000001,13.37,4.36,3.5275,34.924166666666665,34.427083333333336,92.56875000000001,Satisfactory
2025-01-03,2.6804166666666664,8.95125,4.191666666666666,9.5625,70.06875000000001,1.8904166666666666,250.6966666666667,0.0,0.0,105.955,31.674166666666665,100.55791666666666,15.914583333333333,4.875,1.5604166666666668,35.2075,33.63125,97.85625,Moderate
2025-01-04,2.842083333333333,10.005416666666667,4.775416666666667,11.616666666666667,70.67125,1.67375,243.84583333333333,0.0,0.0,103.205,39.371249999999996,113.57625,18.099999999999998,8.790416666666667,1.8341666666666665,34.716249999999995,31.07375,113.57625,Moderate
2025-01-05,2.98875,10.070833333333333,6.417916666666667,17.119583333333335,70.72458333333333,1.3916666666666666,229.68916666666667,0.0,0.0,111.10125,34.5925,119.00375000000001,17.954166666666666,12.657083333333333,2.1662500000000002,35.94291666666667,32.86708333333333,119.00375000000001,Moderate
2025-01-06,3.172083333333333,9.76375,6.381666666666667,14.667916666666665,70.52,1.5125,239.765,0.0,0.0,100.47874999999999,31.419583333333335,117.07416666666667,16.885833333333334,11.395000000000001,2.5829166666666667,35.90333333333333,31.11791666666667,117.07416666666667,Moderate
2025-01-07,3.41625,10.443333333333333,6.3429166666666665,13.805,70.89375,1.4649999999999999,247.54541666666668,0.0,0.0,97.69458333333334,25.28833333333333,114.70541666666666,18.03375,9.325416666666667,2.9958333333333336,35.13458333333333,22.05125,114.70541666666666,Moderate
2025-01-08,3.3241666666666667,10.5425,5.887083333333333,16.090416666666666,70.68916666666667,1.5704166666666666,237.37708333333333,0.0,0.0,103.22625,22.597083333333334,114.38291666666667,18.438333333333333,10.143749999999999,3.422916666666667,31.937083333333334,25.264583333333334,114.38291666666667,Moderate
2025-01-09,3.595416666666667,10.865833333333333,5.064583333333333,12.204166666666666,70.97500000000001,1.8066666666666666,244.43208333333334,0.0,0.0,96.79124999999999,23.909583333333334,111.75583333333333,18.441666666666666,10.3925,3.464166666666667,33.6225,35.25125,111.75583333333333,Moderate
2025-01-10,3.2937499999999997,9.446250000000001,3.313333333333333,10.975833333333334,70.70291666666667,1.8383333333333332,236.06083333333333,0.0,0.0,89.41333333333334,24.762916666666666,109.49125,15.706249999999999,4.933333333333334,3.875,33.375,28.646666666666665,109.49125,Moderate
2025-01-11,2.670833333333333,9.345833333333333,4.1241666666666665,11.056666666666667,70.1925,2.5054166666666666,282.03458333333333,0.0,0.0,74.65958333333333,17.0975,86.99916666666667,16.864583333333332,4.14625,2.877083333333333,29.05666666666667,35.760416666666664,86.99916666666667,Satisfactory
2025-01-12,2.82875,7.862916666666667,5.056666666666667,12.294166666666667,70.55541666666666,2.0070833333333336,230.76625,0.0,0.0,60.189166666666665,16.20625,72.44458333333334,13.07875,5.230833333333334,2.5,31.406666666666666,22.671666666666667,72.44458333333334,Satisfactory
2025-01-13,3.296666666666667,8.66375,4.831666666666667,11.347499999999998,70.98041666666667,1.7129166666666666,236.15916666666666,0.18000000000000002,0.18000000000000002,57.362500000000004,14.104166666666666,76.28666666666668,14.066249999999998,5.98,2.62625,36.82208333333333,21.636666666666667,76.28666666666668,Satisfactory
2025-01-14,3.435833333333333,8.366249999999999,7.0575,15.886666666666665,70.78416666666666,1.81375,268.7675,0.03,0.03,98.51666666666667,11.657083333333333,44.650416666666665,13.095833333333333,4.941666666666666,2.2912500000000002,28.539583333333336,14.560416666666667,44.650416666666665,Good
2025-01-15,2.8679166666666664,7.056666666666666,6.7995833333333335,13.612916666666665,70.16166666666668,2.5120833333333334,273.71083333333337,0.0,0.0,118.93,11.16125,31.780833333333334,11.11,4.0441666666666665,2.1470833333333332,26.4875,22.435833333333335,31.780833333333334,Good
2025-01-16,2.7291666666666665,8.684583333333334,5.169583333333333,9.994583333333333,70.24041666666666,2.36375,285.56958333333336,0.0,0.0,109.35291666666667,21.961250000000003,67.97541666666667,15.195833333333333,4.329583333333333,2.575416666666667,30.57625,38.39041666666667,67.10625,Satisfactory
2025-01-17,2.7091666666666665,8.902916666666666,10.732083333333334,26.508333333333336,70.26625,2.125833333333333,275.89875,0.0,0.0,104.28291666666667,27.862916666666667,108.38770833333332,15.753749999999998,4.28125,3.61875,32.041666666666664,45.20875,105.7275,Moderate
2025-01-18,2.3591666666666664,8.268749999999999,6.609583333333333,14.282083333333333,70.01333333333334,2.526666666666667,254.33208333333334,0.012916666666666667,0.012916666666666667,77.29583333333333,22.28833333333333,104.88458333333334,15.0025,4.629583333333334,3.973333333333333,32.08375,48.330000000000005,104.88458333333334,Moderate
2025-01-19,2.3775,7.144166666666667,4.2804166666666665,14.026666666666666,70.62625,2.3075,236.92,0.47583333333333333,0.47583333333333333,69.715,12.650833333333333,60.24333333333333,12.290416666666667,6.185,3.3083333333333336,30.299166666666668,24.90041666666667,56.76,Satisfactory
2025-01-20,2.395,7.797916666666667,4.65375,9.349583333333333,70.82958333333333,2.0504166666666666,218.52666666666667,0.11125,0.11125,90.14291666666668,15.970833333333333,70.815,13.748333333333333,11.161666666666667,3.075833333333333,34.87166666666666,30.318749999999998,70.815,Satisfactory
2025-01-21,2.4429166666666666,7.203749999999999,3.877083333333333,9.107916666666666,71.01958333333333,1.5408333333333333,171.52416666666667,0.0,0.0,104.34250000000002,33.33958333333333,88.45291666666667,12.257083333333334,8.059583333333334,3.115,36.9475,33.5175,88.45291666666667,Satisfactory
2025-01-22,2.40375,8.255,4.280833333333333,11.306666666666667,70.86,1.5779166666666666,196.12541666666667,0.0,0.0,103.84666666666668,36.785000000000004,97.39779166666666,14.8075,8.109583333333333,3.182916666666667,36.731249999999996,28.16,87.46333333333332,Satisfactory
2025-01-23,2.796666666666667,8.620416666666666,4.9425,12.313333333333333,71.09375,1.3991666666666667,158.80708333333334,0.0,0.0,113.27083333333333,35.83416666666667,94.0245,14.926250000000001,6.86625,3.3208333333333333,35.51125,17.09625,84.19916666666667,Satisfactory
2025-01-24,4.556666666666667,10.2825,3.4891666666666663,13.024166666666666,70.65125,1.4433333333333334,254.09958333333336,0.0,0.0,138.0175,24.951666666666668,72.70708333333333,15.472083333333332,6.041250000000001,3.56875,28.957083333333333,17.469583333333333,72.70708333333333,Satisfactory
2025-01-25,3.1841666666666666,8.08375,5.8999999999999995,14.8225,70.43541666666667,1.5520833333333333,200.52041666666665,0.0,0.0,132.82833333333335,26.833333333333332,73.375,12.92125,6.5320833333333335,3.98375,28.57541666666667,16.920416666666664,73.375,Satisfactory
2025-01-26,4.3741666666666665,10.178333333333333,6.0675,13.737916666666665,70.39375,1.5654166666666667,200.66708333333335,0.0,0.0,134.78875,28.006666666666664,76.51416666666667,15.576666666666666,8.885833333333332,4.014583333333333,29.8225,15.285416666666668,76.51416666666667,Satisfactory
2025-01-27,4.25875,9.282083333333334,6.2562500000000005,13.924166666666666,70.70375,1.28,219.56791666666666,0.0,0.0,135.42416666666665,28.344583333333333,76.56041666666667,13.679583333333333,7.564583333333334,4.0633333333333335,32.459583333333335,20.09625,76.56041666666667,Satisfactory
2025-01-28,3.9783333333333335,10.8225,3.90375,15.28125,70.51666666666667,1.2054166666666666,232.63541666666666,0.0,0.0,133.32874999999999,42.043124999999996,107.265625,17.83458333333333,5.2075000000000005,4.829166666666667,35.544999999999995,23.39125,104.60333333333334,Moderate
2025-01-29,3.0987500000000003,10.82,4.3525,19.24625,70.19166666666666,1.4108333333333334,256.1745833333333,0.0,0.0,126.40416666666668,56.432500000000005,130.88166666666666,19.519583333333333,5.140833333333333,5.046666666666667,36.48458333333333,20.73,130.88166666666666,Moderate
2025-01-30,2.4545833333333333,8.698333333333332,4.062083333333333,12.905416666666667,70.255,1.6441666666666668,190.21708333333333,0.0,0.0,119.02291666666667,44.125416666666666,113.78833333333334,15.743333333333332,9.894166666666667,4.693333333333333,32.93958333333333,19.015416666666667,113.78833333333334,Moderate
2025-01-31,2.7541666666666664,8.752916666666666,3.07625,10.930416666666666,70.00458333333333,1.575,235.94500000000002,0.0,0.0,128.51166666666668,32.05833333333333,84.91666666666667,15.311666666666667,9.092083333333333,4.6499999999999995,31.71875,17.097916666666666,84.91666666666667,Satisfactory
2025-02-01,2.88125,5.8175,2.92375,19.168333333333333,68.98416666666667,1.4979166666666668,240.495,0.0,0.0,124.88375,20.288333333333334,51.999791666666674,8.23,4.514583333333333,5.4245833333333335,32.623333333333335,17.635,49.85458333333333,Good
2025-02-02,2.935416666666667,6.204999999999999,3.3470833333333334,17.8225,68.36125,1.3608333333333331,247.84625000000003,0.0,0.0,126.27166666666666,19.2975,48.935624999999995,9.062083333333334,4.868333333333333,4.44,29.405,17.974999999999998,48.0525,Good
2025-02-03,2.7866666666666666,7.093333333333334,3.858333333333333,18.14125,69.87333333333333,1.1708333333333334,228.13583333333335,0.0,0.0,142.77541666666667,20.243333333333332,59.367916666666666,11.362916666666665,5.9558333333333335,2.7675,28.155,15.83625,59.367916666666666,Satisfactory
2025-02-04,2.966666666666667,8.228333333333333,5.094166666666667,20.85,70.29333333333334,1.0,267.1141666666667,0.0,0.0,142.65916666666666,25.86375,70.74041666666666,13.676250000000001,8.889583333333333,3.0741666666666667,35.92208333333333,14.603333333333333,70.74041666666666,Satisfactory
2025-02-05,4.432916666666666,12.592916666666667,5.1225,23.253333333333334,70.28541666666666,1.0395833333333333,261.19875,0.0,0.0,138.57874999999999,35.629583333333336,93.19708333333334,21.172916666666666,7.800416666666667,4.214583333333334,36.49875,18.744583333333335,88.08833333333332,Satisfactory
2025-02-06,3.859583333333333,10.327083333333333,4.048333333333333,20.294583333333332,70.22375000000001,1.035,251.19583333333333,0.0,0.0,141.3925,39.34166666666667,101.806875,16.994583333333335,4.86,5.31,35.15208333333333,18.18,88.76291666666667,Moderate
2025-02-07,6.871666666666666,12.262916666666667,3.1675,17.424166666666668,70.03416666666666,1.06875,264.60875,0.0,0.0,140.13208333333333,45.00375,108.30583333333334,15.725,4.5025,5.495833333333334,37.66708333333333,18.666666666666668,108.30583333333334,Moderate
2025-02-08,7.9695833333333335,13.54625,6.347916666666666,21.46083333333333,70.22166666666666,1.0120833333333332,271.97125,0.0,0.0,133.41333333333333,46.21875,108.89916666666666,16.590833333333332,4.119583333333334,5.295833333333333,36.65291666666666,15.489583333333334,108.89916666666666,Moderate
2025-02-09,6.840833333333333,11.979166666666666,4.695833333333334,24.6125,70.31666666666666,1.04,236.82291666666666,0.0,0.0,123.57958333333333,41.78875,98.75895833333334,15.085,4.5304166666666665,4.9937499999999995,35.92,17.035416666666666,91.46833333333332,Satisfactory
2025-02-10,4.379583333333334,10.31125,3.1950000000000003,22.797916666666666,70.06583333333333,1.31625,260.1770833333333,0.0,0.0,124.56166666666667,44.123333333333335,106.82625,15.86125,4.477916666666666,5.0945833333333335,34.46375,28.75916666666667,104.42333333333333,Moderate
2025-02-11,3.409166666666667,10.095833333333333,7.6066666666666665,16.979166666666668,69.94041666666666,1.4020833333333333,273.00666666666666,0.0,0.0,142.91,42.185,103.94791666666667,17.20958333333333,5.610416666666667,6.324166666666667,30.056250000000002,30.270416666666666,103.94791666666667,Moderate
2025-02-12,5.820416666666667,12.709583333333335,4.631666666666667,14.610416666666666,70.04375,1.1325,233.295,0.0,0.0,146.8525,33.662083333333335,82.82541666666667,18.730416666666667,5.94875,8.2325,34.90083333333333,22.3425,82.82541666666667,Satisfactory
2025-02-13,7.2245833333333325,14.55375,3.8349999999999995,16.267500000000002,70.05624999999999,1.1612500000000001,245.1675,0.0,0.0,149.88291666666666,32.57208333333333,78.60208333333334,20.395416666666666,6.629583333333334,6.32375,33.415,24.579583333333332,78.60208333333334,Satisfactory
2025-02-14,6.266666666666667,15.356250000000001,3.8837499999999996,15.447083333333333,69.89083333333333,1.5654166666666667,204.58666666666667,0.0,0.0,153.50958333333332,23.647916666666664,55.52041666666667,24.165000000000003,5.1987499999999995,4.17875,32.56875,21.346666666666668,54.32916666666667,Satisfactory
2025-02-15,5.730416666666667,13.523333333333333,3.7304166666666667,13.19,69.74291666666666,1.70375,205.40708333333336,0.0,0.0,148.24375,19.4775,45.89010416666667,20.899166666666666,4.307083333333334,3.6775,36.254583333333336,18.78875,44.77791666666667,Good
2025-02-16,4.12375,10.492916666666668,3.0712499999999996,10.07625,69.68916666666667,1.68625,216.7591666666667,0.0,0.0,143.94916666666668,24.38625,55.7646875,16.827083333333334,5.08375,3.6649999999999996,31.11708333333333,22.33791666666667,54.93291666666667,Satisfactory
2025-02-17,3.3524999999999996,8.747916666666667,3.7091666666666665,10.020833333333334,69.85208333333334,1.57,249.20291666666665,0.0,0.0,140.47208333333333,29.87125,68.49583333333334,14.256666666666668,5.082916666666667,4.245833333333334,29.498333333333335,23.973333333333333,68.49583333333334,Satisfactory
